change_id,week,change_type,component_area,synthetic_component_id,branch_type,validation_level,environment_profile,files_changed,lines_added,lines_deleted,modules_touched,author_experience_months,prior_failures_90d,historical_failure_rate,pipeline_duration_min,coverage_delta_pct,tests_impacted_count,critical_files_touched,documentation_refs_count,open_defects_linked,release_pressure_score,reviewer_count,validation_gap_count,readiness_score,recommended_validation_scope,failure_category,high_risk_change
CHG-01221,13,feature,functional_area_f,CMP-075,development,basic_checks,profile_standard,7,73,62,2,21.1,1,0.23,18.1,4.71,11,0,1.0,0,45.3,4,1,75.3,expanded_validation,,0
CHG-01222,12,feature,functional_area_b,CMP-010,development,broad_regression_checks,profile_standard,54,545,314,6,54.9,1,0.117,57.5,-0.64,283,0,2.0,0,48.1,3,1,49.5,broad_validation,execution_context_issue,1
CHG-01223,20,refactor,functional_area_e,CMP-004,development,readiness_review,profile_standard,9,157,80,2,27.3,0,0.175,56.9,-2.02,14,0,3.0,0,58.7,5,0,85.2,focused_validation,none,0
CHG-01224,14,feature,functional_area_f,CMP-085,development,broad_regression_checks,profile_standard,12,172,82,2,,0,0.153,50.6,0.56,40,1,1.0,0,57.5,2,0,54.7,broad_validation,none,0
CHG-01225,9,dependency,functional_area_c,CMP-002,development,broad_regression_checks,profile_extended,10,63,113,1,18.9,2,0.454,38.3,1.34,53,0,2.0,1,33.1,4,2,79.0,focused_validation,none,0
CHG-01226,20,refactor,functional_area_c,CMP-005,development,integrated_checks,profile_extended,14,76,226,3,37.5,0,0.057,46.8,-1.53,87,0,1.0,0,33.6,5,1,68.6,expanded_validation,none,0
CHG-01227,3,feature,functional_area_a,CMP-001,development,component_checks,profile_dependency,7,174,41,1,46.9,0,0.083,36.8,2.81,27,0,0.0,0,50.9,3,2,77.2,expanded_validation,none,0
CHG-01228,20,refactor,functional_area_c,CMP-001,development,component_checks,profile_standard,60,885,537,13,34.2,0,0.213,46.5,-4.76,200,0,1.0,1,62.4,1,0,29.0,readiness_review,compatibility_issue,1
CHG-01229,4,refactor,functional_area_f,CMP-004,development,readiness_review,profile_standard,13,220,92,2,26.5,1,0.069,43.7,,69,0,1.0,0,41.3,3,3,52.6,broad_validation,none,0
CHG-01230,6,refactor,functional_area_g,CMP-021,hotfix,integrated_checks,profile_standard,8,110,196,1,,0,0.297,26.0,,11,0,3.0,2,61.5,3,1,65.9,expanded_validation,none,0
CHG-01231,17,test,functional_area_d,CMP-003,development,broad_regression_checks,profile_standard,13,179,81,3,31.9,1,0.167,23.4,1.96,21,1,4.0,0,54.3,1,2,56.6,broad_validation,insufficient_evidence,1
CHG-01232,15,refactor,functional_area_b,CMP-019,development,readiness_review,profile_extended,8,201,195,1,58.6,0,0.149,26.1,3.45,10,0,2.0,1,54.0,6,0,88.7,focused_validation,none,0
CHG-01233,20,configuration,functional_area_e,CMP-038,development,component_checks,profile_distributed,14,181,110,4,43.5,2,0.132,27.6,3.28,87,1,1.0,1,51.2,1,0,55.0,broad_validation,validation_issue,1
CHG-01234,15,bugfix,functional_area_f,CMP-058,development,component_checks,profile_standard,3,63,56,1,26.2,3,0.278,25.8,,24,0,4.0,0,58.1,4,1,76.0,expanded_validation,validation_issue,0
CHG-01235,13,refactor,functional_area_b,CMP-001,development,integrated_checks,profile_standard,7,85,98,1,,1,0.304,32.9,2.79,23,0,2.0,0,37.5,2,0,97.4,focused_validation,none,0
CHG-01236,7,dependency,functional_area_g,CMP-031,release_candidate,basic_checks,profile_dependency,10,197,66,2,44.1,0,0.171,34.6,0.9,72,0,2.0,1,88.2,1,4,32.5,readiness_review,validation_issue,1
CHG-01237,1,configuration,functional_area_a,CMP-001,development,integrated_checks,profile_standard,13,251,164,2,58.8,1,0.144,32.1,-0.26,56,0,2.0,0,47.2,1,3,53.1,broad_validation,,0
CHG-01238,3,refactor,functional_area_a,CMP-020,development,broad_regression_checks,profile_standard,7,138,76,1,16.8,1,0.038,33.6,-1.48,18,0,3.0,0,78.9,5,2,63.1,expanded_validation,none,0
CHG-01239,6,bugfix,functional_area_a,CMP-004,development,integrated_checks,profile_distributed,8,71,48,1,30.1,0,0.185,18.2,,32,0,0.0,0,17.2,1,0,89.0,focused_validation,none,0
CHG-01240,1,refactor,functional_area_a,CMP-022,release_candidate,component_checks,profile_extended,9,175,156,1,43.9,1,0.276,25.0,2.9,26,0,1.0,0,36.9,1,1,83.5,focused_validation,none,0
CHG-01241,11,dependency,functional_area_g,CMP-002,development,broad_regression_checks,profile_standard,6,100,76,2,26.3,1,0.122,44.6,0.12,42,0,2.0,0,50.7,1,1,75.0,expanded_validation,none,0
CHG-01242,16,feature,functional_area_c,CMP-015,development,basic_checks,profile_distributed,7,69,63,1,32.2,0,0.05,630.9,-1.38,48,0,1.0,0,68.0,5,3,62.2,expanded_validation,none,0
CHG-01243,20,feature,functional_area_b,CMP-001,release_candidate,broad_regression_checks,profile_dependency,56,563,128,6,71.4,3,0.136,60.0,1.61,296,0,1.0,1,67.7,2,2,28.3,readiness_review,quality_regression,1
CHG-01244,10,configuration,functional_area_c,CMP-001,release_candidate,basic_checks,profile_standard,7,76,98,1,37.2,0,0.189,42.0,-1.16,30,0,3.0,0,62.3,6,1,71.4,expanded_validation,none,0
CHG-01245,18,bugfix,functional_area_c,CMP-013,development,broad_regression_checks,profile_standard,12,169,290,2,19.4,3,0.275,19.2,1.14,37,0,1.0,0,56.6,1,1,65.6,expanded_validation,none,0
CHG-01246,20,configuration,functional_area_b,CMP-003,hotfix,integrated_checks,profile_extended,4,184,92,1,31.8,3,0.337,16.1,1.06,28,1,2.0,3,69.7,7,0,60.4,broad_validation,compatibility_issue,1
CHG-01247,18,feature,functional_area_a,CMP-021,release_candidate,component_checks,profile_extended,10,208,67,2,32.2,3,0.285,25.3,,43,0,2.0,0,95.4,5,2,35.5,readiness_review,validation_issue,1
CHG-01248,10,bugfix,functional_area_e,CMP-019,development,integrated_checks,profile_standard,8,189,137,1,17.0,1,0.467,24.3,1.81,23,0,1.0,0,43.8,3,1,80.8,focused_validation,none,0
CHG-01249,7,configuration,functional_area_a,CMP-013,release_candidate,basic_checks,profile_standard,14,224,31,4,86.6,0,0.278,27.8,1.19,73,0,,1,84.4,3,2,63.1,expanded_validation,execution_context_issue,1
CHG-01250,20,configuration,functional_area_f,CMP-025,development,component_checks,profile_extended,11,191,98,2,5.7,0,0.172,65.2,-0.95,46,0,2.0,2,40.2,1,1,72.5,expanded_validation,none,0
CHG-01251,5,refactor,functional_area_b,CMP-035,development,broad_regression_checks,profile_standard,11,58,123,2,11.8,0,0.087,13.0,-1.23,45,0,3.0,2,47.3,1,0,83.7,focused_validation,none,0
CHG-01252,9,refactor,functional_area_f,CMP-070,development,broad_regression_checks,profile_standard,7,64,84,1,16.7,0,0.094,37.8,0.67,40,0,1.0,1,36.5,3,1,87.5,focused_validation,none,0
CHG-01253,2,refactor,functional_area_f,CMP-001,release_candidate,basic_checks,profile_standard,7,79,65,1,11.9,1,0.413,29.1,0.29,14,0,1.0,1,77.6,2,2,55.5,broad_validation,execution_context_issue,1
CHG-01254,16,test,functional_area_a,CMP-010,development,integrated_checks,profile_standard,13,153,105,3,9.1,1,0.272,35.7,5.91,88,0,2.0,1,71.4,2,0,70.3,expanded_validation,none,0
CHG-01255,13,configuration,functional_area_a,CMP-027,development,broad_regression_checks,profile_dependency,10,149,75,2,71.5,0,0.189,30.6,,39,1,2.0,0,49.2,1,2,64.6,expanded_validation,none,0
CHG-01256,2,configuration,functional_area_h,CMP-002,development,broad_regression_checks,profile_extended,12,104,137,2,45.4,0,0.181,27.9,0.21,49,0,0.0,0,60.7,3,0,86.3,focused_validation,none,0
CHG-01257,5,configuration,functional_area_c,CMP-002,development,component_checks,profile_standard,9,206,37,2,52.9,2,0.24,20.9,-1.31,44,0,3.0,0,54.0,1,0,64.5,expanded_validation,none,0
CHG-01258,12,feature,functional_area_e,CMP-002,release_candidate,basic_checks,profile_dependency,11,219,58,2,25.2,0,0.282,55.2,-2.79,54,0,2.0,2,73.5,3,2,50.7,broad_validation,execution_context_issue,1
CHG-01259,11,bugfix,functional_area_a,CMP-010,release_candidate,readiness_review,profile_standard,9,370,107,2,60.3,2,0.284,18.9,-3.57,45,0,1.0,1,82.9,2,0,47.5,broad_validation,execution_context_issue,1
CHG-01260,17,configuration,functional_area_b,CMP-003,development,component_checks,profile_standard,12,186,178,2,44.1,1,0.163,34.4,-2.76,68,0,1.0,1,33.7,1,1,73.0,expanded_validation,none,0
CHG-01261,6,test,functional_area_d,CMP-017,release_candidate,component_checks,profile_standard,6,100,77,1,24.6,0,0.176,75.2,-0.59,28,1,2.0,1,47.1,5,0,64.6,expanded_validation,none,0
CHG-01262,19,refactor,functional_area_g,CMP-013,release_candidate,broad_regression_checks,profile_distributed,12,219,76,3,41.5,2,0.313,43.4,2.31,71,0,4.0,2,55.2,3,0,73.0,expanded_validation,none,0
CHG-01263,9,feature,functional_area_b,CMP-016,development,component_checks,profile_extended,7,121,66,2,12.8,2,0.16,30.1,0.55,46,0,3.0,2,45.0,2,3,56.0,broad_validation,insufficient_evidence,1
CHG-01264,17,configuration,functional_area_f,CMP-002,development,broad_regression_checks,profile_distributed,10,1434,1626,2,37.9,0,0.205,54.4,-2.5,62,0,1.0,1,55.4,1,1,60.0,broad_validation,none,0
CHG-01265,5,feature,functional_area_e,CMP-030,development,basic_checks,profile_standard,20,121,216,2,28.5,2,0.175,46.8,,96,1,3.0,0,52.2,4,2,39.3,readiness_review,compatibility_issue,1
CHG-01266,1,refactor,functional_area_a,CMP-017,development,broad_regression_checks,profile_standard,11,3440,2284,3,71.0,1,0.123,28.9,-0.43,45,0,,1,48.8,2,1,79.3,focused_validation,none,0
CHG-01267,2,test,functional_area_b,CMP-001,development,readiness_review,profile_standard,10,122,65,2,55.1,0,0.284,43.9,-0.98,44,0,,1,50.8,2,1,87.1,focused_validation,insufficient_evidence,0
CHG-01268,8,configuration,functional_area_b,CMP-001,development,readiness_review,profile_dependency,13,118,115,4,12.7,0,0.208,60.4,-2.43,75,0,0.0,0,55.6,1,2,49.6,broad_validation,none,0
CHG-01269,20,configuration,functional_area_c,CMP-002,hotfix,readiness_review,profile_standard,13,338,82,3,17.9,1,0.106,28.2,,30,0,0.0,2,57.7,4,2,38.5,readiness_review,quality_regression,1
CHG-01270,1,bugfix,functional_area_e,CMP-082,development,broad_regression_checks,profile_extended,6,100,80,1,88.7,2,0.23,24.5,-2.63,9,0,1.0,1,18.1,1,1,62.4,expanded_validation,none,0
CHG-01271,8,bugfix,functional_area_c,CMP-003,release_candidate,component_checks,profile_extended,13,331,199,2,25.2,0,0.064,29.3,-2.63,52,0,1.0,0,49.5,5,1,76.0,expanded_validation,none,0
CHG-01272,3,test,functional_area_b,CMP-001,hotfix,readiness_review,profile_standard,12,127,70,2,12.5,1,0.165,41.8,2.37,27,0,1.0,2,87.7,1,2,56.2,broad_validation,validation_issue,1
CHG-01273,19,refactor,functional_area_e,CMP-001,development,readiness_review,profile_standard,12,139,140,2,46.7,1,0.649,45.1,,43,1,2.0,1,10.6,2,1,84.7,focused_validation,none,0
CHG-01274,14,configuration,functional_area_d,CMP-001,development,integrated_checks,profile_standard,11,297,134,1,65.3,1,0.242,36.7,-4.49,34,0,0.0,0,70.1,1,0,56.0,broad_validation,none,0
CHG-01275,16,bugfix,functional_area_d,CMP-004,release_candidate,component_checks,profile_extended,5,72,83,1,27.8,2,0.276,19.2,1.92,28,0,1.0,0,54.9,2,0,69.8,expanded_validation,none,0
CHG-01276,15,feature,functional_area_d,CMP-036,release_candidate,basic_checks,profile_dependency,16,143,222,4,40.7,0,0.29,79.0,2.3,92,0,1.0,1,77.6,1,3,42.9,readiness_review,insufficient_evidence,1
CHG-01277,14,feature,functional_area_b,CMP-005,development,integrated_checks,profile_standard,5,92,35,2,30.3,1,0.171,561.9,-1.73,50,0,2.0,1,35.7,2,0,78.6,focused_validation,none,0
CHG-01278,16,feature,functional_area_e,CMP-046,development,integrated_checks,profile_dependency,9,143,110,2,47.0,1,0.183,42.2,-4.4,34,0,0.0,0,11.9,2,3,44.7,readiness_review,none,0
CHG-01279,1,bugfix,functional_area_c,CMP-001,development,component_checks,profile_standard,5,78,43,1,19.3,1,0.29,29.2,,26,1,1.0,1,38.3,2,1,79.0,focused_validation,none,0
CHG-01280,18,dependency,functional_area_c,CMP-006,release_candidate,component_checks,profile_standard,5,123,89,1,36.3,0,0.144,22.2,-0.52,29,0,1.0,3,61.9,2,1,73.2,expanded_validation,validation_issue,0
CHG-01281,15,configuration,functional_area_a,CMP-034,release_candidate,integrated_checks,profile_dependency,12,141,48,2,54.3,2,0.069,40.2,2.87,78,0,2.0,0,70.2,2,1,60.5,broad_validation,none,0
CHG-01282,15,feature,functional_area_d,CMP-018,development,basic_checks,profile_dependency,12,153,95,2,24.6,1,0.101,44.9,-0.35,75,1,1.0,1,29.4,2,3,42.5,readiness_review,quality_regression,1
CHG-01283,8,feature,functional_area_e,CMP-050,development,readiness_review,profile_standard,10,161,88,2,52.1,0,0.239,38.7,3.56,42,0,2.0,0,58.0,1,0,87.2,focused_validation,none,0
CHG-01284,17,bugfix,functional_area_b,CMP-002,development,component_checks,profile_extended,9,131,93,1,45.7,0,0.19,25.3,1.15,10,0,2.0,0,52.4,4,0,90.4,focused_validation,none,0
CHG-01285,8,test,functional_area_g,CMP-007,hotfix,basic_checks,profile_dependency,5,1518,1009,1,14.9,1,0.138,40.0,-1.29,19,1,4.0,1,60.1,5,3,26.0,readiness_review,execution_context_issue,1
CHG-01286,1,bugfix,functional_area_g,CMP-018,hotfix,basic_checks,profile_distributed,8,83,73,2,19.8,1,0.319,73.5,-1.82,35,0,2.0,0,71.9,3,4,28.7,readiness_review,compatibility_issue,1
CHG-01287,19,test,functional_area_a,CMP-001,release_candidate,broad_regression_checks,profile_extended,8,52,221,2,49.0,1,0.242,31.3,-1.69,14,0,0.0,2,65.4,1,2,53.0,broad_validation,quality_regression,1
CHG-01288,5,test,functional_area_e,CMP-040,development,broad_regression_checks,profile_standard,9,148,119,2,19.6,4,0.248,21.9,-0.62,56,0,2.0,1,60.4,2,1,47.4,broad_validation,quality_regression,1
CHG-01289,3,feature,functional_area_c,CMP-003,development,basic_checks,profile_standard,12,139,88,2,5.8,2,0.24,50.0,-0.36,77,0,0.0,2,55.2,1,1,51.6,broad_validation,quality_regression,1
CHG-01290,13,configuration,functional_area_h,CMP-001,development,basic_checks,profile_extended,5,61,140,1,34.6,0,0.17,52.4,0.27,18,0,2.0,1,53.7,1,4,54.8,broad_validation,none,0
CHG-01291,5,dependency,functional_area_b,CMP-030,development,component_checks,profile_standard,7,81,45,1,33.1,1,0.351,15.8,-0.87,23,0,1.0,0,83.6,3,0,70.9,expanded_validation,none,0
CHG-01292,18,bugfix,functional_area_b,CMP-021,development,basic_checks,profile_standard,9,220,43,2,47.5,0,0.115,30.6,3.72,50,0,3.0,0,20.9,1,3,76.0,expanded_validation,insufficient_evidence,0
CHG-01293,9,feature,functional_area_c,CMP-060,release_candidate,broad_regression_checks,profile_standard,8,197,114,2,62.5,0,0.325,30.7,3.76,64,0,1.0,1,43.2,4,1,71.2,expanded_validation,none,0
CHG-01294,1,dependency,functional_area_b,CMP-063,development,basic_checks,profile_standard,9,168,86,1,33.3,0,0.453,29.8,0.19,26,1,1.0,1,69.4,3,3,42.9,readiness_review,,1
CHG-01295,20,test,functional_area_e,CMP-002,development,integrated_checks,profile_standard,5,138,92,1,38.5,1,0.274,26.6,4.38,18,0,1.0,0,28.5,1,1,92.1,focused_validation,none,0
CHG-01296,11,configuration,functional_area_c,CMP-015,hotfix,component_checks,profile_standard,10,158,100,1,12.0,2,0.454,29.2,3.35,36,0,1.0,1,84.3,2,1,62.3,expanded_validation,quality_regression,1
CHG-01297,6,configuration,functional_area_b,CMP-120,release_candidate,component_checks,profile_standard,16,268,142,3,25.6,1,0.126,27.3,-0.78,32,0,2.0,0,69.1,3,0,70.3,expanded_validation,none,0
CHG-01298,14,feature,functional_area_d,CMP-002,development,component_checks,profile_standard,16,73,98,4,101.8,2,0.274,60.7,0.71,85,0,3.0,0,31.1,3,2,45.7,broad_validation,compatibility_issue,1
CHG-01299,11,test,functional_area_g,CMP-006,release_candidate,basic_checks,profile_dependency,9,124,78,2,43.2,0,0.118,79.6,-0.62,51,0,2.0,2,79.8,3,3,47.9,broad_validation,validation_issue,1
CHG-01300,1,configuration,functional_area_f,CMP-070,development,component_checks,profile_extended,12,2104,2172,3,63.9,1,0.197,25.7,3.3,69,0,3.0,1,71.0,1,1,66.0,expanded_validation,none,0
CHG-01301,16,feature,functional_area_d,CMP-001,development,basic_checks,profile_standard,13,169,43,2,25.4,0,0.052,38.3,-2.44,46,0,0.0,0,52.5,1,2,43.3,readiness_review,none,0
CHG-01302,9,refactor,functional_area_b,CMP-078,development,basic_checks,profile_standard,9,96,169,2,23.1,1,0.065,65.7,-4.24,67,0,3.0,1,50.4,4,5,29.8,readiness_review,compatibility_issue,1
CHG-01303,14,dependency,functional_area_a,CMP-006,release_candidate,readiness_review,profile_standard,9,192,218,2,22.7,1,0.22,83.0,,335,0,2.0,0,84.8,2,0,70.2,expanded_validation,none,0
CHG-01304,18,test,functional_area_g,CMP-063,development,component_checks,profile_extended,7,182,90,1,53.4,1,0.333,19.8,-2.12,29,1,0.0,1,24.8,2,1,50.1,broad_validation,none,0
CHG-01305,13,bugfix,functional_area_f,CMP-013,development,component_checks,profile_extended,9,109,132,3,28.4,0,0.079,40.5,,45,0,1.0,0,63.1,2,3,61.9,broad_validation,none,0
CHG-01306,14,feature,functional_area_d,CMP-018,development,basic_checks,profile_extended,8,123,36,1,11.8,1,0.101,48.6,-0.71,38,0,3.0,1,28.9,1,2,54.3,broad_validation,none,0
CHG-01307,6,dependency,functional_area_g,CMP-031,development,broad_regression_checks,profile_extended,12,163,113,3,29.9,1,0.131,102.9,,688,0,2.0,2,61.3,3,1,62.6,expanded_validation,none,0
CHG-01308,5,dependency,functional_area_a,CMP-001,release_candidate,readiness_review,profile_standard,9,162,57,1,23.4,1,0.054,22.9,-0.63,36,0,1.0,1,61.9,4,0,73.3,expanded_validation,none,0
CHG-01309,9,configuration,functional_area_e,CMP-014,development,broad_regression_checks,profile_standard,13,73,192,3,55.2,1,0.107,43.2,-0.51,49,0,0.0,0,51.5,1,0,78.5,focused_validation,none,0
CHG-01310,18,refactor,functional_area_b,CMP-076,development,integrated_checks,profile_standard,6,104,165,1,85.8,1,0.154,29.8,0.42,25,0,3.0,1,78.3,1,2,70.9,expanded_validation,none,0
CHG-01311,11,bugfix,functional_area_a,CMP-092,development,broad_regression_checks,profile_standard,6,66,21,2,12.0,0,0.088,37.5,-1.45,44,0,0.0,1,26.9,2,0,91.0,focused_validation,none,0
CHG-01312,7,bugfix,functional_area_c,CMP-099,development,component_checks,profile_standard,9,104,87,2,44.1,2,0.169,60.1,,31,1,,0,63.5,1,1,51.5,broad_validation,quality_regression,1
CHG-01313,16,feature,functional_area_c,CMP-015,development,broad_regression_checks,profile_distributed,10,2267,1823,1,59.7,0,0.059,37.7,1.79,30,0,1.0,0,50.9,1,2,73.8,expanded_validation,none,0
CHG-01314,18,feature,functional_area_h,CMP-014,development,broad_regression_checks,profile_standard,9,117,111,2,49.0,0,0.305,32.3,2.54,36,1,2.0,0,53.6,2,2,61.9,broad_validation,none,0
CHG-01315,19,feature,functional_area_b,CMP-009,development,basic_checks,profile_extended,14,202,67,2,,0,0.039,378.3,3.91,61,0,2.0,0,65.7,2,2,73.1,expanded_validation,none,0
CHG-01316,6,test,functional_area_f,CMP-012,development,integrated_checks,profile_standard,11,135,108,2,26.7,1,0.377,39.6,-0.24,23,1,2.0,0,64.9,1,2,47.1,broad_validation,quality_regression,1
CHG-01317,15,feature,functional_area_f,CMP-013,release_candidate,component_checks,profile_standard,5,204,80,1,32.6,1,0.143,20.1,,4,0,0.0,0,74.0,4,0,76.7,expanded_validation,none,0
CHG-01318,12,feature,functional_area_e,CMP-001,hotfix,basic_checks,profile_extended,8,95,54,2,20.9,1,0.232,36.6,,33,0,5.0,3,56.1,4,2,47.4,broad_validation,quality_regression,1
CHG-01319,9,configuration,functional_area_g,CMP-001,development,broad_regression_checks,profile_standard,108,643,801,11,36.5,2,0.098,108.7,,585,1,1.0,0,61.9,1,1,27.1,readiness_review,insufficient_evidence,1
CHG-01320,8,feature,functional_area_c,CMP-013,development,basic_checks,profile_standard,58,770,342,6,66.3,1,0.237,64.5,-1.11,219,0,3.0,1,64.2,1,3,26.2,readiness_review,execution_context_issue,1
CHG-01321,3,feature,functional_area_c,CMP-003,development,broad_regression_checks,profile_standard,9,139,28,2,43.7,1,0.162,18.7,4.25,18,0,1.0,0,60.1,1,0,80.2,focused_validation,none,0
CHG-01322,6,configuration,functional_area_a,CMP-002,development,readiness_review,profile_extended,7,140,64,1,9.9,0,0.063,41.5,-1.39,50,0,3.0,1,62.1,1,0,95.9,focused_validation,none,0
CHG-01323,11,bugfix,functional_area_b,CMP-001,development,integrated_checks,profile_standard,10,137,104,1,30.3,1,0.358,26.1,-1.93,31,1,1.0,1,53.5,1,0,72.0,expanded_validation,none,0
CHG-01324,18,configuration,functional_area_g,CMP-037,hotfix,component_checks,profile_dependency,11,51,94,2,80.9,0,0.179,29.3,-0.23,8,0,,0,51.4,2,2,42.4,readiness_review,none,0
CHG-01325,18,dependency,functional_area_c,CMP-097,release_candidate,integrated_checks,profile_dependency,14,258,37,2,19.3,0,0.075,24.4,,76,0,2.0,1,57.5,4,1,47.7,broad_validation,none,0
CHG-01326,4,feature,functional_area_b,CMP-014,development,broad_regression_checks,profile_distributed,5,290,28,2,48.9,2,0.188,48.3,0.3,26,0,3.0,1,44.5,2,0,72.7,expanded_validation,none,0
CHG-01327,14,dependency,functional_area_b,CMP-086,hotfix,component_checks,profile_standard,5,145,76,1,14.9,2,0.112,37.8,-5.93,24,0,0.0,0,70.5,4,1,39.5,readiness_review,quality_regression,1
CHG-01328,2,dependency,functional_area_c,CMP-060,development,component_checks,profile_extended,5,72,96,1,43.5,1,0.166,24.2,-2.16,1,1,1.0,0,45.6,5,1,65.4,expanded_validation,none,0
